isco08_code,ISCO-08 Title EN,soc_code,2010 SOC Title,Occupation Title,Language Modeling AIOE,isco_major_group
8111,Miners and quarriers,47-5041,Continuous Mining Machine Operators,Continuous Mining Machine Operators,0.13201058201058202,8
8111,Miners and quarriers,47-5042,Mine Cutting and Channeling Machine Operators,Mine Cutting and Channeling Machine Operators,0.15105820105820109,8
8111,Miners and quarriers,47-5051,"Rock Splitters, Quarry","Rock Splitters, Quarry",0.06349206349206349,8
8111,Miners and quarriers,47-5061,"Roof Bolters, Mining","Roof Bolters, Mining",0.06904761904761908,8
8111,Miners and quarriers,53-7032,Excavating and Loading Machine and Dragline Operators,Excavating and Loading Machine and Dragline Operators,0.12962962962962962,8
8111,Miners and quarriers,53-7033,"Loading Machine Operators, Underground Mining","Loading Machine Operators, Underground Mining",0.12275132275132279,8
8112,Mineral and stone processing plant operators,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.18994708994708998,8
8113,Well drillers and borers and related workers,47-5011,"Derrick Operators, Oil and Gas","Derrick Operators, Oil and Gas",0.1224867724867725,8
8113,Well drillers and borers and related workers,47-5012,"Rotary Drill Operators, Oil and Gas","Rotary Drill Operators, Oil and Gas",0.25767195767195766,8
8113,Well drillers and borers and related workers,47-5013,"Service Unit Operators, Oil, Gas, and Mining","Service Unit Operators, Oil, Gas, and Mining",0.20793650793650792,8
8113,Well drillers and borers and related workers,47-5021,"Earth Drillers, Except Oil and Gas","Earth Drillers, Except Oil and Gas",0.2261904761904762,8
8113,Well drillers and borers and related workers,47-5071,"Roustabouts, Oil and Gas","Roustabouts, Oil and Gas",0.09365079365079367,8
8113,Well drillers and borers and related workers,53-7073,Wellhead Pumpers,Wellhead Pumpers,0.19973544973544977,8
8114,"Cement, stone and other mineral products machine operators",51-8099,"Plant and System Operators, All Other","Plant and System Operators, All Other",0.27592592592592596,8
8114,"Cement, stone and other mineral products machine operators",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders","Mixing and Blending Machine Setters, Operators, and Tenders",0.24153439153439155,8
8121,Metal processing plant operators,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.13994708994709,8
8121,Metal processing plant operators,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.17671957671957675,8
8121,Metal processing plant operators,51-4051,Metal-Refining Furnace Operators and Tenders,Metal-Refining Furnace Operators and Tenders,0.1455026455026455,8
8121,Metal processing plant operators,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.1806878306878307,8
8122,"Metal finishing, plating and coating machine operators",51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",0.27142857142857146,8
8122,"Metal finishing, plating and coating machine operators",51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",0.15211640211640215,8
8131,Chemical products plant and machine operators,51-9011,Chemical Equipment Operators and Tenders,Chemical Equipment Operators and Tenders,0.3111111111111111,8
8131,Chemical products plant and machine operators,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.21322751322751324,8
8132,Photographic products machine operators,51-9151,Photographic Process Workers and Processing Machine Operators,Photographic Process Workers and Processing Machine Operators,0.35873015873015873,8
8141,Rubber products machine operators,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0.18941798941798946,8
8141,Rubber products machine operators,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.2664021164021164,8
8141,Rubber products machine operators,51-9197,Tire Builders,Tire Builders,0.10343915343915344,8
8142,Plastic products machine operators,51-2091,Fiberglass Laminators and Fabricators,Fiberglass Laminators and Fabricators,0.1526455026455027,8
8142,Plastic products machine operators,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.13994708994709,8
8142,Plastic products machine operators,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.2574074074074074,8
8142,Plastic products machine operators,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.17671957671957675,8
8142,Plastic products machine operators,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.17460317460317462,8
8142,Plastic products machine operators,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.1806878306878307,8
8142,Plastic products machine operators,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",0.27142857142857146,8
8143,Paper products machine operators,51-9191,Adhesive Bonding Machine Operators and Tenders,Adhesive Bonding Machine Operators and Tenders,0.15052910052910057,8
8151,"Fibre preparing, spinning and winding machine operators",51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0.11560846560846562,8
8152,Weaving and knitting machine operators,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders","Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0.18465608465608468,8
8154,"Bleaching, dyeing and fabric cleaning machine operators",51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Textile Bleaching and Dyeing Machine Operators and Tenders,0.2462962962962963,8
8156,Shoemaking and related machine operators,51-6042,Shoe Machine Operators and Tenders,Shoe Machine Operators and Tenders,0.21216931216931217,8
8157,Laundry machine operators,51-6011,Laundry and Dry-Cleaning Workers,Laundry and Dry-Cleaning Workers,0.2552910052910053,8
8160,Food and related products machine operators,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.2814814814814815,8
8160,Food and related products machine operators,51-3092,Food Batchmakers,Food Batchmakers,0.3775132275132275,8
8160,Food and related products machine operators,51-3093,Food Cooking Machine Operators and Tenders,Food Cooking Machine Operators and Tenders,0.32671957671957674,8
8160,Food and related products machine operators,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0.18941798941798946,8
8160,Food and related products machine operators,51-9193,Cooling and Freezing Equipment Operators and Tenders,Cooling and Freezing Equipment Operators and Tenders,0.21772486772486777,8
8171,Pulp and papermaking plant operators,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0.1931216931216931,8
8171,Pulp and papermaking plant operators,51-9196,"Paper Goods Machine Setters, Operators, and Tenders","Paper Goods Machine Setters, Operators, and Tenders",0.24788359788359787,8
8172,Wood processing plant operators,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood","Sawing Machine Setters, Operators, and Tenders, Wood",0.15582010582010586,8
8181,Glass and ceramics plant operators,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0.18941798941798946,8
8181,Glass and ceramics plant operators,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic","Molders, Shapers, and Casters, Except Metal and Plastic",0.16216931216931216,8
8182,Steam engine and boiler operators,51-8021,Stationary Engineers and Boiler Operators,Stationary Engineers and Boiler Operators,0.337037037037037,8
8183,"Packing, bottling and labelling machine operators",51-9111,Packaging and Filling Machine Operators and Tenders,Packaging and Filling Machine Operators and Tenders,0.22301587301587306,8
8189,Stationary plant and machine operators not elsewhere classified,51-9141,Semiconductor Processors,Semiconductor Processors,0.3018518518518518,8
8189,Stationary plant and machine operators not elsewhere classified,51-9191,Adhesive Bonding Machine Operators and Tenders,Adhesive Bonding Machine Operators and Tenders,0.15052910052910057,8
8189,Stationary plant and machine operators not elsewhere classified,51-9193,Cooling and Freezing Equipment Operators and Tenders,Cooling and Freezing Equipment Operators and Tenders,0.21772486772486777,8
8189,Stationary plant and machine operators not elsewhere classified,53-7011,Conveyor Operators and Tenders,Conveyor Operators and Tenders,0.26666666666666666,8
8211,Mechanical machinery assemblers,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.24523809523809523,8
8211,Mechanical machinery assemblers,51-2031,Engine and Other Machine Assemblers,Engine and Other Machine Assemblers,0.21402116402116406,8
8212,Electrical and electronic equipment assemblers,51-2022,Electrical and Electronic Equipment Assemblers,Electrical and Electronic Equipment Assemblers,0.29153439153439153,8
8212,Electrical and electronic equipment assemblers,51-2023,Electromechanical Equipment Assemblers,Electromechanical Equipment Assemblers,0.31798941798941793,8
8212,Electrical and electronic equipment assemblers,51-2093,Timing Device Assemblers and Adjusters,Timing Device Assemblers and Adjusters,0.3224867724867725,8
8212,Electrical and electronic equipment assemblers,51-9194,Etchers and Engravers,Etchers and Engravers,0.28544973544973545,8
8219,Assemblers not elsewhere classified,51-2092,Team Assemblers,Team Assemblers,0.2703703703703704,8
8311,Locomotive engine drivers,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,8
8311,Locomotive engine drivers,53-4011,Locomotive Engineers,Locomotive Engineers,0.24814814814814815,8
8311,Locomotive engine drivers,53-4012,Locomotive Firers,Locomotive Firers,0.20661375661375664,8
8311,Locomotive engine drivers,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers","Rail Yard Engineers, Dinkey Operators, and Hostlers",0.2203703703703704,8
8311,Locomotive engine drivers,53-4041,Subway and Streetcar Operators,Subway and Streetcar Operators,0.24894179894179894,8
8311,Locomotive engine drivers,53-7111,Mine Shuttle Car Operators,Mine Shuttle Car Operators,0.09444444444444443,8
8312,"Railway brake, signal and switch operators",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,8
8312,"Railway brake, signal and switch operators",53-4021,"Railroad Brake, Signal, and Switch Operators","Railroad Brake, Signal, and Switch Operators",0.14497354497354498,8
8312,"Railway brake, signal and switch operators",53-4031,Railroad Conductors and Yardmasters,Railroad Conductors and Yardmasters,0.3373015873015873,8
8321,Motorcycle drivers,43-5021,Couriers and Messengers,Couriers and Messengers,0.24656084656084656,8
8321,Motorcycle drivers,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,8
8322,"Car, taxi and van drivers",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,8
8322,"Car, taxi and van drivers",53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0.26719576719576726,8
8322,"Car, taxi and van drivers",53-3033,Light Truck or Delivery Services Drivers,Light Truck or Delivery Services Drivers,0.17301587301587304,8
8322,"Car, taxi and van drivers",53-3041,Taxi Drivers and Chauffeurs,Taxi Drivers and Chauffeurs,0.24232804232804236,8
8331,Bus and tram drivers,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,8
8331,Bus and tram drivers,53-3021,"Bus Drivers, Transit and Intercity ","Bus Drivers, Transit and Intercity",0.2126984126984127,8
8331,Bus and tram drivers,53-3022,"Bus Drivers, School or Special Client ","Bus Drivers, School or Special Client",0.2976190476190476,8
8331,Bus and tram drivers,53-4041,Subway and Streetcar Operators,Subway and Streetcar Operators,0.24894179894179894,8
8332,Heavy truck and lorry drivers,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,8
8332,Heavy truck and lorry drivers,53-3032,Heavy and Tractor-Trailer Truck Drivers,Heavy and Tractor-Trailer Truck Drivers,0.12010582010582015,8
8341,Mobile farm and forestry plant operators,45-2091,Agricultural Equipment Operators,Agricultural Equipment Operators,0.16243386243386246,8
8341,Mobile farm and forestry plant operators,45-4022,Logging Equipment Operators,Logging Equipment Operators,0.13201058201058202,8
8342,Earthmoving and related plant operators,47-2071,"Paving, Surfacing, and Tamping Equipment Operators","Paving, Surfacing, and Tamping Equipment Operators",0.1457671957671958,8
8342,Earthmoving and related plant operators,47-2072,Pile-Driver Operators,Pile-Driver Operators,0.10555555555555556,8
8342,Earthmoving and related plant operators,47-2073,Operating Engineers and Other Construction Equipment Operators,Operating Engineers and Other Construction Equipment Operators,0.1798941798941799,8
8342,Earthmoving and related plant operators,53-7031,Dredge Operators,Dredge Operators,0.1582010582010582,8
8342,Earthmoving and related plant operators,53-7032,Excavating and Loading Machine and Dragline Operators,Excavating and Loading Machine and Dragline Operators,0.12962962962962962,8
8343,"Crane, hoist and related plant operators",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,8
8343,"Crane, hoist and related plant operators",53-6011,Bridge and Lock Tenders,Bridge and Lock Tenders,0.2791005291005291,8
8343,"Crane, hoist and related plant operators",53-7021,Crane and Tower Operators,Crane and Tower Operators,0.13280423280423279,8
8343,"Crane, hoist and related plant operators",53-7041,Hoist and Winch Operators,Hoist and Winch Operators,0.19232804232804235,8
8344,Lifting truck operators,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,8
8350,Ships' deck crews and related workers,53-5011,Sailors and Marine Oilers,Sailors and Marine Oilers,0.1547619047619048,8
8350,Ships' deck crews and related workers,53-5022,Motorboat Operators,Motorboat Operators,0.1791005291005291,8
9111,Domestic cleaners and helpers,37-2012,Maids and Housekeeping Cleaners,Maids and Housekeeping Cleaners,0.21772486772486777,9
9112,"Cleaners and helpers in offices, hotels and other establishments",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.20132275132275135,9
9112,"Cleaners and helpers in offices, hotels and other establishments",37-2012,Maids and Housekeeping Cleaners,Maids and Housekeeping Cleaners,0.21772486772486777,9
9112,"Cleaners and helpers in offices, hotels and other establishments",53-7061,Cleaners of Vehicles and Equipment,Cleaners of Vehicles and Equipment,0.08439153439153443,9
9121,Hand launderers and pressers,51-6021,"Pressers, Textile, Garment, and Related Materials","Pressers, Textile, Garment, and Related Materials",0.0,9
9122,Vehicle cleaners,53-7061,Cleaners of Vehicles and Equipment,Cleaners of Vehicles and Equipment,0.08439153439153443,9
9129,Other cleaning workers,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,Septic Tank Servicers and Sewer Pipe Cleaners,0.15714285714285717,9
9211,Crop farm labourers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0.11164021164021168,9
9212,Livestock farm labourers,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Farmworkers, Farm, Ranch, and Aquacultural Animals",0.2023809523809524,9
9213,Mixed crop and livestock farm labourers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0.11164021164021168,9
9213,Mixed crop and livestock farm labourers,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Farmworkers, Farm, Ranch, and Aquacultural Animals",0.2023809523809524,9
9214,Garden and horticultural labourers,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,0.052380952380952424,9
9214,Garden and horticultural labourers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0.11164021164021168,9
9216,Fishery and aquaculture labourers,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Farmworkers, Farm, Ranch, and Aquacultural Animals",0.2023809523809524,9
9216,Fishery and aquaculture labourers,45-3011,Fishers and Related Fishing Workers,Fishers and Related Fishing Workers,0.09074074074074079,9
9311,Mining and quarrying labourers,47-5081,Helpers--Extraction Workers,Helpers--Extraction Workers,0.0746031746031746,9
9312,Civil engineering labourers,47-4051,Highway Maintenance Workers,Highway Maintenance Workers,0.15132275132275133,9
9312,Civil engineering labourers,47-4061,Rail-Track Laying and Maintenance Equipment Operators,Rail-Track Laying and Maintenance Equipment Operators,0.09444444444444443,9
9313,Building construction labourers,47-2061,Construction Laborers,Construction Laborers,0.1187830687830688,9
9313,Building construction labourers,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0.008465608465608473,9
9313,Building construction labourers,47-3012,Helpers--Carpenters,Helpers--Carpenters,0.12804232804232804,9
9313,Building construction labourers,47-3013,Helpers--Electricians,Helpers--Electricians,0.1082010582010582,9
9313,Building construction labourers,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0.03783068783068783,9
9313,Building construction labourers,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.10370370370370373,9
9313,Building construction labourers,47-3016,Helpers--Roofers,Helpers--Roofers,0.04920634920634925,9
9321,Hand packers,53-7064,"Packers and Packagers, Hand","Packers and Packagers, Hand",0.17486772486772487,9
9329,Manufacturing labourers not elsewhere classified,51-9198,Helpers--Production Workers,Helpers--Production Workers,0.13201058201058202,9
9329,Manufacturing labourers not elsewhere classified,51-9199,"Production Workers, All Other","Production Workers, All Other",0.12989417989417992,9
9329,Manufacturing labourers not elsewhere classified,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",0.0941798941798942,9
9329,Manufacturing labourers not elsewhere classified,53-7063,Machine Feeders and Offbearers,Machine Feeders and Offbearers,0.2224867724867725,9
9331,Hand and pedal vehicle drivers,43-5021,Couriers and Messengers,Couriers and Messengers,0.24656084656084656,9
9333,Freight handlers,53-1011,Aircraft Cargo Handling Supervisors,Aircraft Cargo Handling Supervisors,0.29179894179894184,9
9333,Freight handlers,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",0.526984126984127,9
9333,Freight handlers,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",0.0941798941798942,9
9333,Freight handlers,53-7121,"Tank Car, Truck, and Ship Loaders","Tank Car, Truck, and Ship Loaders",0.11931216931216933,9
9411,Fast food preparers,35-2011,"Cooks, Fast Food","Cooks, Fast Food",0.387037037037037,9
9411,Fast food preparers,35-2015,"Cooks, Short Order","Cooks, Short Order",0.3404761904761905,9
9412,Kitchen helpers,35-2021,Food Preparation Workers,Food Preparation Workers,0.24338624338624337,9
9412,Kitchen helpers,35-9021,Dishwashers,Dishwashers,0.07751322751322755,9
9520,Street vendors (excluding food),41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers","Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",0.8902116402116402,9
9611,Garbage and recycling collectors,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,9
9611,Garbage and recycling collectors,53-7081,Refuse and Recyclable Material Collectors,Refuse and Recyclable Material Collectors,0.15634920634920638,9
9612,Refuse sorters,53-7081,Refuse and Recyclable Material Collectors,Refuse and Recyclable Material Collectors,0.15634920634920638,9
9621,"Messengers, package deliverers and luggage porters",39-6011,Baggage Porters and Bellhops,Baggage Porters and Bellhops,0.24867724867724866,9
9621,"Messengers, package deliverers and luggage porters",43-5021,Couriers and Messengers,Couriers and Messengers,0.24656084656084656,9
9622,Odd job persons,49-9098,"Helpers--Installation, Maintenance, and Repair Workers","Helpers--Installation, Maintenance, and Repair Workers",0.14100529100529102,9
9623,Meter readers and vending-machine collectors,43-5041,"Meter Readers, Utilities","Meter Readers, Utilities",0.21878306878306883,9
9623,Meter readers and vending-machine collectors,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers","Coin, Vending, and Amusement Machine Servicers and Repairers",0.26507936507936514,9
9624,Water and firewood collectors,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",0.0941798941798942,9
9629,Elementary workers not elsewhere classified,39-3021,Motion Picture Projectionists,Motion Picture Projectionists,0.3187830687830688,9
9629,Elementary workers not elsewhere classified,39-3031,"Ushers, Lobby Attendants, and Ticket Takers","Ushers, Lobby Attendants, and Ticket Takers",0.4611111111111111,9
9629,Elementary workers not elsewhere classified,53-6021,Parking Lot Attendants,Parking Lot Attendants,0.21587301587301588,9
